organism_name	infraspecific_name	lineage	representative_genome_org	representative_genome_acc	representative_genome_uniprot_acc	genome_assembly_id	taxonomy_id	bco_id	schema_version	analysis_platform	analysis_platform_object_id	strain	bioproject	biosample	sra_run_id	ngs_read_file_name	ngs_read_file_source	ngs_gc_content	avg_phred_score	min_read_length	num_reads	num_reads_unique	avg_read_length	max_read_length	max_duplicate_read	strategy	instrument	id_method	coding_system	percent_coding	percent_not_coding	complexity_percent	non_complex_percent	stdev_quality	avg_quality_a	avg_quality_t	avg_quality_g	avg_quality_c	count_a	count_c	count_g	count_t	count_n	percent_a	percent_c	percent_g	percent_t	count_all_wn	count_all		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_047522185.1	11320		v1.6	HIVE	187771		PRJNA1102327	SAMN45128637	SRR31597028	SRR31597028_1.fastq	SRA	46.99%	33.146025	35	512209	100213	147.662919	151	4548	WGS	NextSeq 2000		Standard	95.02%	4.98%	99.83%	0.17%	36.445899	32.532395	33.372369	33.490339	33.24159	2	20095460	17816642	17722193	19998561	1420	26.56925	23.556307	23.431431	26.441135	0.001877	75634276	75632856
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_047522205.1	11320		v1.6	HIVE	188397		PRJNA1102327	SAMN45128639	SRR31597026	SRR31597026_2.fastq	SRA	48.67%	31.798391	35	24543	16505	142.509962	151	135	WGS	NextSeq 2000		Standard	93.95%	6.05%	98.67%	1.33%	8.355197	30.704312	32.250259	32.35346	31.915581	2	896841	843763	858191	898445	382	25.64145	24.123905	24.536414	25.68731	0.010922	3497622	3497240
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_047522205.1	11320		v1.6	HIVE	188394		PRJNA1102327	SAMN45128639	SRR31597026	SRR31597026_1.fastq	SRA	48.08%	32.992421	35	24543	12515	142.442163	151	190	WGS	NextSeq 2000		Standard	95.13%	4.87%	99.69%	0.31%	7.710713	32.282884	33.234547	33.412461	33.084705	2	911448	848111	832472	903533	394	26.07148	24.259759	23.812414	25.845076	0.01127	3495958	3495564
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_047522225.1	11320		v1.6	HIVE	187786		PRJNA1102327	SAMN45128667	SRR31596931	SRR31596931_2.fastq	SRA	53.04%	32.403491	35	361007	154138	148.424814	151	1347	WGS	NextSeq 2000		Standard	88.49%	11.51%	98.65%	1.35%	20.457408	31.381007	32.675743	32.957858	32.515285	2	12619982	14156597	14261866	12542771	1181	23.552478	26.420238	26.6167	23.40838	0.002204	53582397	53581216
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_047522225.1	11320		v1.6	HIVE	187784		PRJNA1102327	SAMN45128667	SRR31596931	SRR31596931_1.fastq	SRA	52.98%	33.196852	35	361007	108384	148.417435	151	1833	WGS	NextSeq 2000		Standard	88.83%	11.17%	98.77%	1.23%	19.147713	32.592137	33.363991	33.505218	33.278365	2	12640541	14139336	14248433	12550430	993	23.592019	26.389336	26.592953	23.423838	0.001853	53579733	53578740
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_047522245.1	11320		v1.6	HIVE	187864		PRJNA1102327	SAMN45128744	SRR31597119	SRR31597119_2.fastq	SRA	47.28%	32.497052	35	490911	156019	146.692834	151	3545	WGS	NextSeq 2000		Standard	94.86%	5.14%	99.81%	0.19%	38.482996	31.504737	32.796634	33.071959	32.698436	2	19010603	17085081	16956991	18943657	16794	26.398803	23.724954	23.547084	26.305839	0.023321	72013126	71996332
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_047522245.1	11320		v1.6	HIVE	187862		PRJNA1102327	SAMN45128744	SRR31597119	SRR31597119_1.fastq	SRA	47.24%	33.082436	35	490911	108376	146.679467	151	4591	WGS	NextSeq 2000		Standard	95.30%	4.70%	99.92%	0.08%	37.958619	32.460168	33.299574	33.44568	33.175261	2	19047123	17073336	16944621	18939599	1885	26.451926	23.710805	23.53205	26.302601	0.002618	72006564	72004679
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_047522265.1	11320		v1.6	HIVE	187875		PRJNA1102327	SAMN45164022	SRR31605088	SRR31605088_2.fastq	SRA	45.92%	32.360762	35	214887	100780	148.293675	151	982	WGS	NextSeq 2000		Standard	86.16%	13.84%	99.19%	0.81%	16.792386	31.475518	32.720891	32.911862	32.431054	2	8639102	7302788	7329875	8593882	736	27.110394	22.916903	23.001905	26.968489	0.00231	31866383	31865647
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_047522265.1	11320		v1.6	HIVE	187871		PRJNA1102327	SAMN45164022	SRR31605088	SRR31605088_1.fastq	SRA	45.84%	32.979762	35	214887	80673	148.284764	151	1225	WGS	NextSeq 2000		Standard	86.59%	13.41%	99.39%	0.61%	16.180494	32.351305	33.248298	33.351978	33.036738	2	8664798	7292073	7315006	8591771	820	27.192665	22.884653	22.956624	26.963485	0.002573	31864468	31863648
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_047522285.1	11320		v1.6	HIVE	187872		PRJNA1102327	SAMN45164024	SRR31605086	SRR31605086_2.fastq	SRA	47.25%	32.340348	35	242508	120000	147.751241	151	939	WGS	NextSeq 2000		Standard	81.19%	18.81%	97.96%	2.04%	15.804631	31.449008	32.691783	32.880714	32.408876	2	9509067	8419742	8509402	9391826	821	26.538764	23.498578	23.748809	26.211558	0.002291	35830858	35830037
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_047522285.1	11320		v1.6	HIVE	187867		PRJNA1102327	SAMN45164024	SRR31605086	SRR31605086_1.fastq	SRA	47.17%	33.025227	35	242508	96443	147.741295	151	1137	WGS	NextSeq 2000		Standard	81.54%	18.46%	98.19%	1.81%	14.742123	32.449976	33.269331	33.347518	33.080615	2	9550244	8400002	8500120	9377199	881	26.655479	23.445064	23.724501	26.172497	0.002459	35828446	35827565
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_047522305.1	11320		v1.6	HIVE	187963		PRJNA1102327	SAMN45164039	SRR31605295	SRR31605295_2.fastq	SRA	49.70%	32.467573	35	451824	172874	148.148175	151	1058	WGS	NextSeq 2000		Standard	88.89%	11.11%	99.80%	0.20%	19.290552	31.531838	32.769857	33.006745	32.573407	2	16904052	16583838	16682404	16765416	1191	25.253712	24.77533	24.922582	25.046597	0.001779	66936901	66935710
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_047522305.1	11320		v1.6	HIVE	187957		PRJNA1102327	SAMN45164039	SRR31605295	SRR31605295_1.fastq	SRA	49.66%	33.016136	35	451824	132883	148.139884	151	1253	WGS	NextSeq 2000		Standard	89.30%	10.70%	99.91%	0.09%	18.254147	32.385281	33.242949	33.360382	33.084863	2	16926168	16577298	16661727	16766638	1324	25.288167	24.766945	24.893085	25.049825	0.001978	66933155	66931831
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_047522325.1	11320		v1.6	HIVE	187964		PRJNA1102327	SAMN45164041	SRR31605292	SRR31605292_2.fastq	SRA	47.15%	32.080027	35	138146	60825	147.7044	151	1105	WGS	NextSeq 2000		Standard	92.27%	7.73%	99.26%	0.74%	21.634224	31.059976	32.505449	32.660285	32.171222	2	5407474	4812161	4807763	5376571	803	26.501026	23.583508	23.561954	26.349576	0.003935	20404772	20403969
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_047522325.1	11320		v1.6	HIVE	187959		PRJNA1102327	SAMN45164041	SRR31605292	SRR31605292_1.fastq	SRA	46.87%	32.944863	35	138146	40866	147.700049	151	1517	WGS	NextSeq 2000		Standard	93.04%	6.96%	99.68%	0.32%	23.007899	32.259609	33.213841	33.356235	33.012992	2	5444424	4820535	4743180	5395201	831	26.682897	23.625243	23.246129	26.441657	0.004073	20404171	20403340
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_047522345.1	11320		v1.6	HIVE	187971		PRJNA1102327	SAMN45164052	SRR31605280	SRR31605280_2.fastq	SRA	45.54%	32.50563	35	299218	111012	147.115661	151	1188	WGS	NextSeq 2000		Standard	92.37%	7.63%	98.88%	1.12%	20.629577	31.578295	32.870711	33.064328	32.624881	2	12033170	10012403	10034476	11938584	1021	27.335903	22.745301	22.795445	27.121031	0.002319	44019654	44018633
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_047522345.1	11320		v1.6	HIVE	187969		PRJNA1102327	SAMN45164052	SRR31605280	SRR31605280_1.fastq	SRA	45.50%	33.024757	35	299218	85431	147.110287	151	1438	WGS	NextSeq 2000		Standard	92.87%	7.13%	98.94%	1.06%	19.61772	32.421705	33.282158	33.37903	33.089583	2	12055111	10009292	10017022	11935544	1077	27.386747	22.739065	22.756626	27.115115	0.002447	44018046	44016969
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_047522365.1	11320		v1.6	HIVE	187979		PRJNA1102327	SAMN45164075	SRR31605058	SRR31605058_2.fastq	SRA	53.06%	32.516839	35	403314	147456	147.051863	151	1072	WGS	NextSeq 2000		Standard	91.13%	8.87%	99.81%	0.19%	19.625308	31.585665	32.745891	33.023493	32.630527	2	13935449	15654877	15813882	13902460	1407	23.496714	26.395861	26.663961	23.441091	0.002372	59308075	59306668
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_047522365.1	11320		v1.6	HIVE	187973		PRJNA1102327	SAMN45164075	SRR31605058	SRR31605058_1.fastq	SRA	53.04%	33.069924	35	403314	113866	147.03894	151	1263	WGS	NextSeq 2000		Standard	91.47%	8.53%	99.92%	0.08%	18.038695	32.486078	33.23891	33.367123	33.140212	2	13952049	15646957	15807727	13894639	1491	23.526771	26.384826	26.655926	23.429963	0.002514	59302863	59301372
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_047522385.1	11320		v1.6	HIVE	188041		PRJNA1102327	SAMN45164048	SRR31605285	SRR31605285_2.fastq	SRA	53.20%	32.29917	35	279594	100034	148.50951	151	1593	WGS	NextSeq 2000		Standard	82.16%	17.84%	99.79%	0.21%	28.111909	31.336079	32.513329	32.862956	32.390009	2	9737110	10894610	11195700	9694116	832	23.450276	26.23793	26.963058	23.346732	0.002004	41522368	41521536
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_047522385.1	11320		v1.6	HIVE	188039		PRJNA1102327	SAMN45164048	SRR31605285	SRR31605285_1.fastq	SRA	53.19%	32.868309	35	279594	73259	148.514464	151	1855	WGS	NextSeq 2000		Standard	82.64%	17.36%	99.94%	0.06%	27.069355	32.307907	33.023694	33.181636	32.909891	2	9753380	10889527	11197546	9682418	882	23.488676	26.224814	26.966604	23.317782	0.002124	41523753	41522871
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_047522405.1	11320		v1.6	HIVE	188048		PRJNA1102327	SAMN45164050	SRR31605283	SRR31605283_2.fastq	SRA	53.03%	32.498444	35	292539	106437	148.262652	151	1509	WGS	NextSeq 2000		Standard	93.80%	6.20%	99.72%	0.28%	23.482941	31.518448	32.777621	33.019887	32.599241	2	10205607	11482433	11518195	10165457	916	23.530075	26.473928	26.556381	23.437505	0.002112	43372608	43371692
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_047522405.1	11320		v1.6	HIVE	188043		PRJNA1102327	SAMN45164050	SRR31605283	SRR31605283_1.fastq	SRA	52.97%	33.077866	35	292539	78654	148.256803	151	1922	WGS	NextSeq 2000		Standard	93.95%	6.05%	99.87%	0.13%	22.900734	32.466159	33.26133	33.391867	33.145793	2	10222889	11486418	11485203	10175409	978	23.57085	26.484161	26.481359	23.461375	0.002255	43370897	43369919
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_047522425.1	11320		v1.6	HIVE	188051		PRJNA1102327	SAMN45164058	SRR31605273	SRR31605273_2.fastq	SRA	48.25%	32.495785	35	246147	83480	147.361166	151	2076	WGS	NextSeq 2000		Standard	94.25%	5.75%	99.66%	0.34%	31.01495	31.618244	32.810287	32.991972	32.604831	2	9385158	8781747	8720292	9384208	1104	25.874025	24.210476	24.04105	25.871406	0.003044	36272509	36271405
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_047522425.1	11320		v1.6	HIVE	188049		PRJNA1102327	SAMN45164058	SRR31605273	SRR31605273_1.fastq	SRA	48.22%	33.05973	35	246147	62928	147.346504	151	2426	WGS	NextSeq 2000		Standard	94.70%	5.30%	99.79%	0.21%	30.755303	32.437791	33.296271	33.40112	33.13427	2	9399826	8780075	8709279	9378539	1181	25.917042	24.208275	24.013077	25.85835	0.003256	36268900	36267719
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_047522435.1	11320		v1.6	HIVE	188064		PRJNA1102327	SAMN45164060	SRR31605271	SRR31605271_2.fastq	SRA	51.00%	32.354497	35	291895	112958	148.266085	151	1077	WGS	NextSeq 2000		Standard	87.73%	12.27%	99.70%	0.30%	23.422564	31.36784	32.617221	32.937391	32.468792	2	10642522	10967446	11101871	10565413	877	24.590994	25.341775	25.652382	24.412823	0.002026	43278129	43277252
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_047522435.1	11320		v1.6	HIVE	188059		PRJNA1102327	SAMN45164060	SRR31605271	SRR31605271_1.fastq	SRA	50.94%	32.957656	35	291895	85766	148.269158	151	1335	WGS	NextSeq 2000		Standard	88.18%	11.82%	99.85%	0.15%	22.512856	32.36435	33.141413	33.289505	33.022921	2	10676100	10959545	11087563	10554871	947	24.668069	25.322994	25.61879	24.387959	0.002188	43279026	43278079
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_047522465.1	11320		v1.6	HIVE	188127		PRJNA1102327	SAMN45128620	SRR31596951	SRR31596951_2.fastq	SRA	47.18%	32.408708	35	324546	103624	148.042567	151	2289	WGS	NextSeq 2000		Standard	94.96%	5.04%	99.76%	0.24%	33.082954	31.37588	32.759774	33.019729	32.564003	2	12698070	11382851	11286933	12677650	1119	26.428642	23.691261	23.491626	26.386142	0.002329	48046623	48045504
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_047522465.1	11320		v1.6	HIVE	188125		PRJNA1102327	SAMN45128620	SRR31596951	SRR31596951_1.fastq	SRA	47.12%	33.159534	35	324546	64087	148.035862	151	2808	WGS	NextSeq 2000		Standard	95.63%	4.37%	99.88%	0.12%	31.646063	32.536104	33.387634	33.506016	33.259743	2	12724857	11381475	11255903	12681153	1059	26.485594	23.68947	23.428104	26.394628	0.002204	48044447	48043388
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_047522485.1	11320		v1.6	HIVE	188424		PRJNA1102327	SAMN45128623	SRR31596947	SRR31596947_2.fastq	SRA	46.64%	32.286023	35	326114	117390	148.339525	151	1770	WGS	NextSeq 2000		Standard	94.68%	5.32%	99.57%	0.43%	27.024896	31.204113	32.670462	32.942409	32.435409	2	12952352	11320642	11239596	12861842	1164	26.774558	23.401556	23.234021	26.58746	0.002406	48375596	48374432
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_047522485.1	11320		v1.6	HIVE	188421		PRJNA1102327	SAMN45128623	SRR31596947	SRR31596947_1.fastq	SRA	46.51%	33.11574	35	326114	70174	148.335205	151	2372	WGS	NextSeq 2000		Standard	95.39%	4.61%	99.71%	0.29%	26.745071	32.47811	33.354515	33.484421	33.213647	2	13021685	11303520	11194850	12853023	1109	26.918664	23.366842	23.142198	26.570003	0.002293	48374187	48373078
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_047522505.1	11320		v1.6	HIVE	188138		PRJNA1102327	SAMN46070048	SRR31885917	SRR31885917_2.fastq	SRA	47.21%	32.697913	35	548371	204723	147.934789	151	1607	WGS	NextSeq 2000		Standard	75.85%	24.15%	98.66%	1.34%	24.338171	31.883882	32.889936	33.205263	32.88471	2	21426499	18948603	19316402	21362796	68848	26.412312	23.357825	23.811209	26.333786	0.084869	81123148	81054300
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_047522505.1	11320		v1.6	HIVE	188136		PRJNA1102327	SAMN46070048	SRR31885917	SRR31885917_1.fastq	SRA	47.14%	33.102932	35	548371	158967	147.936302	151	2258	WGS	NextSeq 2000		Standard	76.12%	23.88%	98.84%	1.16%	23.587719	32.56327	33.264657	33.432376	33.198889	2	21542638	18945460	19295789	21338060	2031	26.555204	23.353712	23.785556	26.303025	0.002504	81123978	81121947
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_047522515.1	11320		v1.6	HIVE	188142		PRJNA1102327	SAMN45128625	SRR31597041	SRR31597041_2.fastq	SRA	46.72%	32.263465	35	415370	204603	148.464278	151	886	WGS	NextSeq 2000		Standard	67.57%	32.43%	97.68%	2.32%	17.829214	31.263259	32.634452	32.894144	32.349951	2	16508524	14192562	14620412	16344794	1315	26.770171	23.014614	23.708415	26.504667	0.002132	61667607	61666292
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_047522515.1	11320		v1.6	HIVE	188140		PRJNA1102327	SAMN45128625	SRR31597041	SRR31597041_1.fastq	SRA	46.60%	33.074997	35	415370	152776	148.455266	151	1185	WGS	NextSeq 2000		Standard	67.89%	32.11%	97.94%	2.06%	16.778468	32.482519	33.304823	33.435205	33.13404	2	16596362	14182093	14554444	16329772	1193	26.914243	22.999034	23.602874	26.481915	0.001935	61663864	61662671
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_047522525.1	11320		v1.6	HIVE	188152		PRJNA1102327	SAMN45164111	SRR31605261	SRR31605261_2.fastq	SRA	51.99%	32.515826	35	343128	132058	146.797093	151	1470	WGS	NextSeq 2000		Standard	95.32%	4.68%	99.76%	0.24%	21.105302	31.58436	32.804058	33.01255	32.615589	2	12126018	13068029	13118245	12056741	1160	24.073797	25.943972	26.043666	23.936261	0.002303	50370193	50369033
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_047522525.1	11320		v1.6	HIVE	188147		PRJNA1102327	SAMN45164111	SRR31605261	SRR31605261_1.fastq	SRA	51.97%	33.074079	35	343128	103133	146.784608	151	1645	WGS	NextSeq 2000		Standard	95.65%	4.35%	99.88%	0.12%	19.886058	32.46348	33.281886	33.380495	33.142686	2	12144546	13069364	13105138	12045638	1223	24.112631	25.94883	26.019858	23.916253	0.002428	50365909	50364686
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_047522535.1	11320		v1.6	HIVE	188209		PRJNA1102327	SAMN46070055	SRR31885836	SRR31885836_2.fastq	SRA	47.80%	32.754878	35	333428	141298	146.760671	151	979	WGS	NextSeq 2000		Standard	77.43%	22.57%	98.45%	1.55%	18.040172	31.918106	32.956495	33.272503	32.931693	2	12804419	11583137	11789606	12715751	41204	26.16665	23.670882	24.092814	25.985451	0.084203	48934117	48892913
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_047522535.1	11320		v1.6	HIVE	188204		PRJNA1102327	SAMN46070055	SRR31885836	SRR31885836_1.fastq	SRA	47.73%	33.004332	35	333428	118584	146.763973	151	1302	WGS	NextSeq 2000		Standard	77.61%	22.39%	98.59%	1.41%	17.700879	32.437749	33.167507	33.359399	33.094275	2	12880707	11567680	11788392	12697339	1100	26.321957	23.638763	24.089792	25.947241	0.002248	48935218	48934118
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_047522585.1	11320		v1.6	HIVE	188269		PRJNA1102327	SAMN46070073	SRR31885892	SRR31885892_2.fastq	SRA	46.62%	32.682071	35	556449	194493	147.768759	151	1508	WGS	NextSeq 2000		Standard	86.26%	13.74%	99.57%	0.43%	22.549223	31.913627	32.857644	33.171122	32.873008	2	21953409	19141138	19158584	21903491	69156	26.698937	23.278756	23.299973	26.638229	0.084105	82225778	82156622
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_047522585.1	11320		v1.6	HIVE	188267		PRJNA1102327	SAMN46070073	SRR31885892	SRR31885892_1.fastq	SRA	46.58%	33.157137	35	556449	142227	147.771298	151	2066	WGS	NextSeq 2000		Standard	86.77%	13.23%	99.65%	0.35%	21.960078	32.646045	33.317003	33.456368	33.262826	2	22020840	19158671	19143831	21902104	1745	26.780484	23.299678	23.281631	26.636084	0.002122	82227191	82225446
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_047522595.1	11320		v1.6	HIVE	188256		PRJNA1102327	SAMN45164281	SRR31605299	SRR31605299_2.fastq	SRA	46.96%	32.519253	35	165189	57028	147.5558	151	1186	WGS	NextSeq 2000		Standard	95.05%	4.95%	99.64%	0.36%	22.916649	31.602833	32.82523	33.049893	32.686847	2	6494262	5753051	5689946	6431774	5562	26.643569	23.602653	23.343756	26.387204	0.022819	24374595	24369033
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_047522595.1	11320		v1.6	HIVE	188254		PRJNA1102327	SAMN45164281	SRR31605299	SRR31605299_1.fastq	SRA	46.89%	33.052423	35	165189	42339	147.549068	151	1479	WGS	NextSeq 2000		Standard	95.38%	4.62%	99.88%	0.12%	22.304575	32.542247	33.261065	33.315445	33.137186	2	6512233	5752889	5674647	6433014	700	26.718516	23.603065	23.282052	26.393495	0.002872	24373483	24372783
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_047522615.1	11320		v1.6	HIVE	188316		PRJNA1102327	SAMN45164283	SRR31605297	SRR31605297_2.fastq	SRA	51.11%	32.447797	35	159873	74976	147.728184	151	580	WGS	NextSeq 2000		Standard	86.63%	13.37%	99.24%	0.76%	13.940294	31.51786	32.717944	32.971701	32.563086	2	5836350	5964027	6103830	5708154	5387	24.711713	25.25231	25.844251	24.168917	0.022809	23617748	23612361
