organism_name	assembly_gc_content	phred_average	average_ngs_gc_content	Family	host	state_abbr	genome_assembly_id
Influenza A virus	46.1	32.8	52	Viruses	Cattle	CA	GCA_047939425.1
Influenza A virus	45.9	32.8	47.3	Viruses	Cattle	CA	GCA_047939445.1
Influenza A virus	45.9	32.8	47.3	Viruses	Cattle	CA	GCA_047939445.1
Influenza A virus	45.9	32.8	47.3	Viruses	Cattle	CA	GCA_047939445.1
Influenza A virus	45.9	32.8	47.3	Viruses	Cattle	CA	GCA_047939445.1
Influenza A virus	45.9	32.8	47.3	Viruses	Cattle	CA	GCA_047939445.1
Influenza A virus	49.7	32.7	47.4	Viruses	Cattle	CA	GCA_047939455.1
Influenza A virus	49.7	32.7	47.4	Viruses	Cattle	CA	GCA_047939455.1
Influenza A virus	49.7	32.7	47.4	Viruses	Cattle	CA	GCA_047939455.1
Influenza A virus	49.7	32.7	47.4	Viruses	Cattle	CA	GCA_047939455.1
Influenza A virus	49.7	32.7	47.4	Viruses	Cattle	CA	GCA_047939455.1
Influenza A virus	45.9	32.9	47.1	Viruses	Cattle	CA	GCA_047939465.1
Influenza A virus	45.9	32.9	47.1	Viruses	Cattle	CA	GCA_047939465.1
Influenza A virus	45.9	32.9	47.1	Viruses	Cattle	CA	GCA_047939465.1
Influenza A virus	45.9	32.9	47.1	Viruses	Cattle	CA	GCA_047939465.1
Influenza A virus	45.9	32.9	47.1	Viruses	Cattle	CA	GCA_047939465.1
Influenza A virus	49.7	32.8	47.6	Viruses	Cattle	CA	GCA_047939475.1
Influenza A virus	49.7	32.8	47.6	Viruses	Cattle	CA	GCA_047939475.1
Influenza A virus	49.7	32.8	47.6	Viruses	Cattle	CA	GCA_047939475.1
Influenza A virus	49.7	32.8	47.6	Viruses	Cattle	CA	GCA_047939475.1
Influenza A virus	49.7	32.8	47.6	Viruses	Cattle	CA	GCA_047939475.1
Influenza A virus	49.7	32.7	47.3	Viruses	Cattle	CA	GCA_047939485.1
Influenza A virus	49.7	32.7	47.3	Viruses	Cattle	CA	GCA_047939485.1
Influenza A virus	49.7	32.7	47.3	Viruses	Cattle	CA	GCA_047939485.1
Influenza A virus	49.7	32.7	47.3	Viruses	Cattle	CA	GCA_047939485.1
Influenza A virus	49.7	32.7	47.3	Viruses	Cattle	CA	GCA_047939485.1
Influenza A virus	45.9	32.8	47.4	Viruses	Cattle	CA	GCA_047939495.1
Influenza A virus	45.9	32.8	47.4	Viruses	Cattle	CA	GCA_047939495.1
Influenza A virus	45.9	32.8	47.4	Viruses	Cattle	CA	GCA_047939495.1
Influenza A virus	45.9	32.8	47.4	Viruses	Cattle	CA	GCA_047939495.1
Influenza A virus	45.9	32.8	47.4	Viruses	Cattle	CA	GCA_047939495.1
Influenza A virus	45.9	32.8	46.2	Viruses	Cattle	CA	GCA_047939505.1
Influenza A virus	45.9	32.8	46.2	Viruses	Cattle	CA	GCA_047939505.1
Influenza A virus	45.9	32.8	46.2	Viruses	Cattle	CA	GCA_047939505.1
Influenza A virus	45.9	32.8	46.2	Viruses	Cattle	CA	GCA_047939505.1
Influenza A virus	45.9	32.8	46.2	Viruses	Cattle	CA	GCA_047939505.1
Influenza A virus	45.9	32.9	46.7	Viruses	Cattle	CA	GCA_047939515.1
Influenza A virus	45.9	32.9	46.7	Viruses	Cattle	CA	GCA_047939515.1
Influenza A virus	45.9	32.9	46.7	Viruses	Cattle	CA	GCA_047939515.1
Influenza A virus	45.9	32.9	46.7	Viruses	Cattle	CA	GCA_047939515.1
Influenza A virus	45.9	32.9	46.7	Viruses	Cattle	CA	GCA_047939515.1
Influenza A virus	45.9	32.7	47.3	Viruses	Cattle	CA	GCA_047939525.1
Influenza A virus	45.9	32.7	47.3	Viruses	Cattle	CA	GCA_047939525.1
Influenza A virus	45.9	32.7	47.3	Viruses	Cattle	CA	GCA_047939525.1
Influenza A virus	45.9	32.7	47.3	Viruses	Cattle	CA	GCA_047939525.1
Influenza A virus	45.9	32.7	47.3	Viruses	Cattle	CA	GCA_047939525.1
Influenza A virus	45.9	32.8	46.1	Viruses	Cattle	CA	GCA_047939535.1
Influenza A virus	45.9	32.8	46.1	Viruses	Cattle	CA	GCA_047939535.1
Influenza A virus	45.9	32.8	46.1	Viruses	Cattle	CA	GCA_047939535.1
Influenza A virus	45.9	32.8	46.1	Viruses	Cattle	CA	GCA_047939535.1
Influenza A virus	45.9	32.8	46.1	Viruses	Cattle	CA	GCA_047939535.1
Influenza A virus	45.9	32.9	46.9	Viruses	Cattle	CA	GCA_047939555.1
Influenza A virus	45.9	32.9	46.9	Viruses	Cattle	CA	GCA_047939555.1
Influenza A virus	45.9	32.9	46.9	Viruses	Cattle	CA	GCA_047939555.1
Influenza A virus	45.9	32.9	46.9	Viruses	Cattle	CA	GCA_047939555.1
Influenza A virus	45.9	32.9	46.9	Viruses	Cattle	CA	GCA_047939555.1
Influenza A virus	45.9	32.9	48	Viruses	Cattle	CA	GCA_047939565.1
Influenza A virus	45.9	32.9	48	Viruses	Cattle	CA	GCA_047939565.1
Influenza A virus	45.9	32.9	48	Viruses	Cattle	CA	GCA_047939565.1
Influenza A virus	45.9	32.9	48	Viruses	Cattle	CA	GCA_047939565.1
Influenza A virus	45.9	32.9	48	Viruses	Cattle	CA	GCA_047939565.1
Influenza A virus	45.9	33	47.1	Viruses	Cattle	CA	GCA_047939575.1
Influenza A virus	45.9	33	47.1	Viruses	Cattle	CA	GCA_047939575.1
Influenza A virus	45.9	33	47.1	Viruses	Cattle	CA	GCA_047939575.1
Influenza A virus	45.9	33	47.1	Viruses	Cattle	CA	GCA_047939575.1
Influenza A virus	45.9	33	47.1	Viruses	Cattle	CA	GCA_047939575.1
Influenza A virus	45.9	32.9	54.9	Viruses	Cattle	CA	GCA_047939585.1
Influenza A virus	45.9	32.9	54.9	Viruses	Cattle	CA	GCA_047939585.1
Influenza A virus	45.9	32.9	54.9	Viruses	Cattle	CA	GCA_047939585.1
Influenza A virus	45.9	32.9	54.9	Viruses	Cattle	CA	GCA_047939585.1
Influenza A virus	45.9	32.9	54.9	Viruses	Cattle	CA	GCA_047939585.1
Influenza A virus	49.7	32.8	45.1	Viruses	Cattle	CA	GCA_047939595.1
Influenza A virus	49.7	32.8	45.1	Viruses	Cattle	CA	GCA_047939595.1
Influenza A virus	49.7	32.8	45.1	Viruses	Cattle	CA	GCA_047939595.1
Influenza A virus	49.7	32.8	45.1	Viruses	Cattle	CA	GCA_047939595.1
Influenza A virus	49.7	32.8	45.1	Viruses	Cattle	CA	GCA_047939595.1
Influenza A virus	46.1	32.9	46.7	Viruses	Cattle	CA	GCA_047939605.1
Influenza A virus	46.1	32.9	46.7	Viruses	Cattle	CA	GCA_047939605.1
Influenza A virus	46.1	32.9	46.7	Viruses	Cattle	CA	GCA_047939605.1
Influenza A virus	46.1	32.9	46.7	Viruses	Cattle	CA	GCA_047939605.1
Influenza A virus	46.1	32.9	46.7	Viruses	Cattle	CA	GCA_047939605.1
Influenza A virus	45.9	31.8	47	Viruses	Cattle	CA	GCA_047939615.1
Influenza A virus	45.9	31.8	47	Viruses	Cattle	CA	GCA_047939615.1
Influenza A virus	45.9	31.8	47	Viruses	Cattle	CA	GCA_047939615.1
Influenza A virus	45.9	31.8	47	Viruses	Cattle	CA	GCA_047939615.1
Influenza A virus	45.9	31.8	47	Viruses	Cattle	CA	GCA_047939615.1
Influenza A virus	45.9	31.8	47	Viruses	Cattle	CA	GCA_047939615.1
Influenza A virus	45.9	31.8	47	Viruses	Cattle	CA	GCA_047939615.1
Influenza A virus	45.9	32.8	46.4	Viruses	Cattle	CA	GCA_047939635.1
Influenza A virus	45.9	32.8	46.4	Viruses	Cattle	CA	GCA_047939635.1
Influenza A virus	45.9	32.8	46.4	Viruses	Cattle	CA	GCA_047939635.1
Influenza A virus	45.9	32.8	46.4	Viruses	Cattle	CA	GCA_047939635.1
Influenza A virus	45.9	32.8	46.4	Viruses	Cattle	CA	GCA_047939635.1
Influenza A virus	49.7	32.9	47.1	Viruses	Cattle	CA	GCA_047939645.1
Influenza A virus	49.7	32.9	47.1	Viruses	Cattle	CA	GCA_047939645.1
Influenza A virus	49.7	32.9	47.1	Viruses	Cattle	CA	GCA_047939645.1
Influenza A virus	49.7	32.9	47.1	Viruses	Cattle	CA	GCA_047939645.1
Influenza A virus	49.7	32.9	47.1	Viruses	Cattle	CA	GCA_047939645.1
Influenza A virus	49.7	32.9	47.1	Viruses	Cattle	CA	GCA_047939645.1
Influenza A virus	49.7	32.9	47.1	Viruses	Cattle	CA	GCA_047939645.1
Influenza A virus	45.8	32.8	46.8	Viruses	Cattle	CA	GCA_047939655.1
Influenza A virus	45.8	32.8	46.8	Viruses	Cattle	CA	GCA_047939655.1
Influenza A virus	45.8	32.8	46.8	Viruses	Cattle	CA	GCA_047939655.1
Influenza A virus	45.8	32.8	46.8	Viruses	Cattle	CA	GCA_047939655.1
Influenza A virus	45.8	32.8	46.8	Viruses	Cattle	CA	GCA_047939655.1
Influenza A virus	45.8	32.8	47.3	Viruses	Cattle	CA	GCA_047939665.1
Influenza A virus	45.8	32.8	47.3	Viruses	Cattle	CA	GCA_047939665.1
Influenza A virus	45.8	32.8	47.3	Viruses	Cattle	CA	GCA_047939665.1
Influenza A virus	45.8	32.8	47.3	Viruses	Cattle	CA	GCA_047939665.1
Influenza A virus	45.8	32.8	47.3	Viruses	Cattle	CA	GCA_047939665.1
Influenza A virus	45.9	32.9	47	Viruses	Cattle	CA	GCA_047939675.1
Influenza A virus	45.9	32.9	47	Viruses	Cattle	CA	GCA_047939675.1
Influenza A virus	45.9	32.9	47	Viruses	Cattle	CA	GCA_047939675.1
Influenza A virus	45.9	32.9	47	Viruses	Cattle	CA	GCA_047939675.1
Influenza A virus	45.9	32.9	47	Viruses	Cattle	CA	GCA_047939675.1
Influenza A virus	45.9	32.9	46.9	Viruses	Cattle	CA	GCA_047939695.1
Influenza A virus	45.9	32.9	46.9	Viruses	Cattle	CA	GCA_047939695.1
Influenza A virus	45.9	32.9	46.9	Viruses	Cattle	CA	GCA_047939695.1
Influenza A virus	45.9	32.9	46.9	Viruses	Cattle	CA	GCA_047939695.1
Influenza A virus	45.9	32.9	46.9	Viruses	Cattle	CA	GCA_047939695.1
Influenza A virus	45.9	32.8	48.2	Viruses	Cattle	CA	GCA_047939705.1
Influenza A virus	45.9	32.8	48.2	Viruses	Cattle	CA	GCA_047939705.1
Influenza A virus	45.9	32.8	48.2	Viruses	Cattle	CA	GCA_047939705.1
Influenza A virus	45.9	32.8	48.2	Viruses	Cattle	CA	GCA_047939705.1
Influenza A virus	45.9	32.8	48.2	Viruses	Cattle	CA	GCA_047939705.1
Influenza A virus	45.9	32.9	47	Viruses	Cattle	CA	GCA_047939715.1
Influenza A virus	45.9	32.9	47	Viruses	Cattle	CA	GCA_047939715.1
Influenza A virus	45.9	32.9	47	Viruses	Cattle	CA	GCA_047939715.1
Influenza A virus	45.9	32.9	47	Viruses	Cattle	CA	GCA_047939715.1
Influenza A virus	45.9	32.9	47	Viruses	Cattle	CA	GCA_047939715.1
Influenza A virus	45.9	32.8	47	Viruses	Cattle	CA	GCA_047939725.1
Influenza A virus	45.9	32.8	47	Viruses	Cattle	CA	GCA_047939725.1
Influenza A virus	45.9	32.8	47	Viruses	Cattle	CA	GCA_047939725.1
Influenza A virus	45.9	32.8	47	Viruses	Cattle	CA	GCA_047939725.1
Influenza A virus	45.9	32.8	47	Viruses	Cattle	CA	GCA_047939725.1
Influenza A virus	45.9	31.9	47.3	Viruses	Cattle	CA	GCA_047939735.1
Influenza A virus	45.9	31.9	47.3	Viruses	Cattle	CA	GCA_047939735.1
Influenza A virus	45.9	31.9	47.3	Viruses	Cattle	CA	GCA_047939735.1
Influenza A virus	45.9	31.9	47.3	Viruses	Cattle	CA	GCA_047939735.1
Influenza A virus	45.9	31.9	47.3	Viruses	Cattle	CA	GCA_047939735.1
Influenza A virus	46.1	32.8	47.2	Viruses	Cattle	CA	GCA_047939745.1
Influenza A virus	46.1	32.8	47.2	Viruses	Cattle	CA	GCA_047939745.1
Influenza A virus	46.1	32.8	47.2	Viruses	Cattle	CA	GCA_047939745.1
Influenza A virus	46.1	32.8	47.2	Viruses	Cattle	CA	GCA_047939745.1
Influenza A virus	46.1	32.8	47.2	Viruses	Cattle	CA	GCA_047939745.1
Influenza A virus	45.9	32.9	46.6	Viruses	Cattle	CA	GCA_047939755.1
Influenza A virus	45.9	32.9	46.6	Viruses	Cattle	CA	GCA_047939755.1
Influenza A virus	45.9	32.9	46.6	Viruses	Cattle	CA	GCA_047939755.1
Influenza A virus	45.9	32.9	46.6	Viruses	Cattle	CA	GCA_047939755.1
Influenza A virus	45.9	32.9	46.6	Viruses	Cattle	CA	GCA_047939755.1
Influenza A virus	45.9	32.7	48.1	Viruses	Cattle	CA	GCA_047939765.1
Influenza A virus	45.9	32.7	48.1	Viruses	Cattle	CA	GCA_047939765.1
Influenza A virus	45.9	32.7	48.1	Viruses	Cattle	CA	GCA_047939765.1
Influenza A virus	45.9	32.7	48.1	Viruses	Cattle	CA	GCA_047939765.1
Influenza A virus	45.9	32.7	48.1	Viruses	Cattle	CA	GCA_047939765.1
Influenza A virus	45.9	32.9	47.1	Viruses	Cattle	CA	GCA_047939775.1
Influenza A virus	45.9	32.9	47.1	Viruses	Cattle	CA	GCA_047939775.1
Influenza A virus	45.9	32.9	47.1	Viruses	Cattle	CA	GCA_047939775.1
Influenza A virus	45.9	32.9	47.1	Viruses	Cattle	CA	GCA_047939775.1
Influenza A virus	45.9	32.9	47.1	Viruses	Cattle	CA	GCA_047939775.1
Influenza A virus	45.9	32.8	47.7	Viruses	Cattle	CA	GCA_047939785.1
Influenza A virus	45.9	32.8	47.7	Viruses	Cattle	CA	GCA_047939785.1
Influenza A virus	45.9	32.8	47.7	Viruses	Cattle	CA	GCA_047939785.1
Influenza A virus	45.9	32.8	47.7	Viruses	Cattle	CA	GCA_047939785.1
Influenza A virus	45.9	32.8	47.7	Viruses	Cattle	CA	GCA_047939785.1
Influenza A virus	45.9	32.9	46.4	Viruses	Cattle	CA	GCA_047939795.1
Influenza A virus	45.9	32.9	46.4	Viruses	Cattle	CA	GCA_047939795.1
Influenza A virus	45.9	32.9	46.4	Viruses	Cattle	CA	GCA_047939795.1
Influenza A virus	45.9	32.9	46.4	Viruses	Cattle	CA	GCA_047939795.1
Influenza A virus	45.9	32.9	46.4	Viruses	Cattle	CA	GCA_047939795.1
Influenza A virus	46.1	32.8	47.2	Viruses	Cattle	CA	GCA_047939805.1
Influenza A virus	46.1	32.8	47.2	Viruses	Cattle	CA	GCA_047939805.1
Influenza A virus	46.1	32.8	47.2	Viruses	Cattle	CA	GCA_047939805.1
Influenza A virus	46.1	32.8	47.2	Viruses	Cattle	CA	GCA_047939805.1
Influenza A virus	46.1	32.8	47.2	Viruses	Cattle	CA	GCA_047939805.1
Influenza A virus	45.9	32.8	46.6	Viruses	Cattle	CA	GCA_047939815.1
Influenza A virus	45.9	32.8	46.6	Viruses	Cattle	CA	GCA_047939815.1
Influenza A virus	45.9	32.8	46.6	Viruses	Cattle	CA	GCA_047939815.1
Influenza A virus	45.9	32.8	46.6	Viruses	Cattle	CA	GCA_047939815.1
Influenza A virus	45.9	32.8	46.6	Viruses	Cattle	CA	GCA_047939815.1
Influenza A virus	45.9	32.8	47.3	Viruses	Cattle	CA	GCA_047939825.1
Influenza A virus	45.9	32.8	47.3	Viruses	Cattle	CA	GCA_047939825.1
Influenza A virus	45.9	32.8	47.3	Viruses	Cattle	CA	GCA_047939825.1
Influenza A virus	45.9	32.8	47.3	Viruses	Cattle	CA	GCA_047939825.1
Influenza A virus	45.9	32.8	47.3	Viruses	Cattle	CA	GCA_047939825.1
Influenza A virus	45.9	31.9	46	Viruses	Cattle	CA	GCA_047939835.1
Influenza A virus	45.9	31.9	46	Viruses	Cattle	CA	GCA_047939835.1
Influenza A virus	45.9	31.9	46	Viruses	Cattle	CA	GCA_047939835.1
Influenza A virus	45.9	31.9	46	Viruses	Cattle	CA	GCA_047939835.1
Influenza A virus	45.9	31.9	46	Viruses	Cattle	CA	GCA_047939835.1
Influenza A virus	45.9	31.9	47.5	Viruses	Cattle	CA	GCA_047939855.1
Influenza A virus	45.9	31.9	47.5	Viruses	Cattle	CA	GCA_047939855.1
Influenza A virus	45.9	31.9	47.5	Viruses	Cattle	CA	GCA_047939855.1
Influenza A virus	45.9	31.9	47.5	Viruses	Cattle	CA	GCA_047939855.1
Influenza A virus	45.9	31.9	47.5	Viruses	Cattle	CA	GCA_047939855.1
Influenza A virus	45.8	32.8	47.3	Viruses	Cattle	CA	GCA_047939865.1
Influenza A virus	45.8	32.8	47.3	Viruses	Cattle	CA	GCA_047939865.1
Influenza A virus	45.8	32.8	47.3	Viruses	Cattle	CA	GCA_047939865.1
Influenza A virus	45.8	32.8	47.3	Viruses	Cattle	CA	GCA_047939865.1
Influenza A virus	45.8	32.8	47.3	Viruses	Cattle	CA	GCA_047939865.1
Influenza A virus	45.9	32	49.1	Viruses	Cattle	CA	GCA_047939875.1
Influenza A virus	45.9	32	49.1	Viruses	Cattle	CA	GCA_047939875.1
Influenza A virus	45.9	32	49.1	Viruses	Cattle	CA	GCA_047939875.1
Influenza A virus	45.9	32	49.1	Viruses	Cattle	CA	GCA_047939875.1
Influenza A virus	45.9	32	49.1	Viruses	Cattle	CA	GCA_047939875.1
Influenza A virus	45.8	32.8	47.4	Viruses	Cattle	CA	GCA_047939885.1
Influenza A virus	45.8	32.8	47.4	Viruses	Cattle	CA	GCA_047939885.1
Influenza A virus	45.8	32.8	47.4	Viruses	Cattle	CA	GCA_047939885.1
Influenza A virus	45.8	32.8	47.4	Viruses	Cattle	CA	GCA_047939885.1
Influenza A virus	45.8	32.8	47.4	Viruses	Cattle	CA	GCA_047939885.1
Influenza A virus	45.9	32	48.1	Viruses	Cattle	CA	GCA_047939895.1
Influenza A virus	45.9	32	48.1	Viruses	Cattle	CA	GCA_047939895.1
Influenza A virus	45.9	32	48.1	Viruses	Cattle	CA	GCA_047939895.1
Influenza A virus	45.9	32	48.1	Viruses	Cattle	CA	GCA_047939895.1
Influenza A virus	45.9	32	48.1	Viruses	Cattle	CA	GCA_047939895.1
Influenza A virus	45.9	32.8	47.3	Viruses	Cattle	CA	GCA_047939905.1
Influenza A virus	45.9	32.8	47.3	Viruses	Cattle	CA	GCA_047939905.1
Influenza A virus	45.9	32.8	47.3	Viruses	Cattle	CA	GCA_047939905.1
Influenza A virus	45.9	32.8	47.3	Viruses	Cattle	CA	GCA_047939905.1
Influenza A virus	45.9	32.8	47.3	Viruses	Cattle	CA	GCA_047939905.1
Influenza A virus	45.9	32.7	48.2	Viruses	Cattle	CA	GCA_047939915.1
Influenza A virus	45.9	32.7	48.2	Viruses	Cattle	CA	GCA_047939915.1
Influenza A virus	45.9	32.7	48.2	Viruses	Cattle	CA	GCA_047939915.1
Influenza A virus	45.9	32.7	48.2	Viruses	Cattle	CA	GCA_047939915.1
Influenza A virus	45.9	32.7	48.2	Viruses	Cattle	CA	GCA_047939915.1
Influenza A virus	45.9	32.8	46.7	Viruses	Cattle	CA	GCA_047939925.1
Influenza A virus	45.9	32.8	46.7	Viruses	Cattle	CA	GCA_047939925.1
Influenza A virus	45.9	32.8	46.7	Viruses	Cattle	CA	GCA_047939925.1
Influenza A virus	45.9	32.8	46.7	Viruses	Cattle	CA	GCA_047939925.1
Influenza A virus	45.9	32.8	46.7	Viruses	Cattle	CA	GCA_047939925.1
Influenza A virus	45.9	32	47	Viruses	Cattle	CA	GCA_047939935.1
Influenza A virus	45.9	32	47	Viruses	Cattle	CA	GCA_047939935.1
Influenza A virus	45.9	32	47	Viruses	Cattle	CA	GCA_047939935.1
Influenza A virus	45.9	32	47	Viruses	Cattle	CA	GCA_047939935.1
Influenza A virus	45.9	32	47	Viruses	Cattle	CA	GCA_047939935.1
Influenza A virus	46.1	32.8	47.4	Viruses	Cattle	CA	GCA_047939945.1
Influenza A virus	46.1	32.8	47.4	Viruses	Cattle	CA	GCA_047939945.1
Influenza A virus	46.1	32.8	47.4	Viruses	Cattle	CA	GCA_047939945.1
Influenza A virus	46.1	32.8	47.4	Viruses	Cattle	CA	GCA_047939945.1
Influenza A virus	46.1	32.8	47.4	Viruses	Cattle	CA	GCA_047939945.1
Influenza A virus	45.9	32.8	47.7	Viruses	Cattle	CA	GCA_047939955.1
Influenza A virus	45.9	32.8	47.7	Viruses	Cattle	CA	GCA_047939955.1
Influenza A virus	45.9	32.8	47.7	Viruses	Cattle	CA	GCA_047939955.1
Influenza A virus	45.9	32.8	47.7	Viruses	Cattle	CA	GCA_047939955.1
Influenza A virus	45.9	32.8	47.7	Viruses	Cattle	CA	GCA_047939955.1
Influenza A virus	45.9	32.9	45.5	Viruses	Cattle	CA	GCA_047939965.1
Influenza A virus	45.9	32.9	45.5	Viruses	Cattle	CA	GCA_047939965.1
Influenza A virus	45.9	32.9	45.5	Viruses	Cattle	CA	GCA_047939965.1
Influenza A virus	45.9	32.9	45.5	Viruses	Cattle	CA	GCA_047939965.1
Influenza A virus	45.9	32.9	45.5	Viruses	Cattle	CA	GCA_047939965.1
Influenza A virus	45.9	32.9	46.9	Viruses	Cattle	CA	GCA_047939985.1
Influenza A virus	45.9	32.9	46.9	Viruses	Cattle	CA	GCA_047939985.1
Influenza A virus	45.9	32.9	46.9	Viruses	Cattle	CA	GCA_047939985.1
Influenza A virus	45.9	32.9	46.9	Viruses	Cattle	CA	GCA_047939985.1
Influenza A virus	45.9	32.9	46.9	Viruses	Cattle	CA	GCA_047939985.1
Influenza A virus	45.9	32.9	47.3	Viruses	Cattle	CA	GCA_047940005.1
Influenza A virus	45.9	32.9	47.3	Viruses	Cattle	CA	GCA_047940005.1
Influenza A virus	45.9	32.9	47.3	Viruses	Cattle	CA	GCA_047940005.1
Influenza A virus	45.9	32.9	47.3	Viruses	Cattle	CA	GCA_047940005.1
Influenza A virus	45.9	32.9	47.3	Viruses	Cattle	CA	GCA_047940005.1
Influenza A virus	49.7	32.8	47.1	Viruses	Cattle	CA	GCA_047940015.1
Influenza A virus	49.7	32.8	47.1	Viruses	Cattle	CA	GCA_047940015.1
Influenza A virus	49.7	32.8	47.1	Viruses	Cattle	CA	GCA_047940015.1
Influenza A virus	49.7	32.8	47.1	Viruses	Cattle	CA	GCA_047940015.1
Influenza A virus	49.7	32.8	47.1	Viruses	Cattle	CA	GCA_047940015.1
Influenza A virus	45.9	32.8	46	Viruses	Cattle	CA	GCA_047940025.1
Influenza A virus	45.9	32.8	46	Viruses	Cattle	CA	GCA_047940025.1
Influenza A virus	45.9	32.8	46	Viruses	Cattle	CA	GCA_047940025.1
Influenza A virus	45.9	32.8	46	Viruses	Cattle	CA	GCA_047940025.1
Influenza A virus	45.9	32.8	46	Viruses	Cattle	CA	GCA_047940025.1
Influenza A virus	45.9	31.8	47	Viruses	Cattle	CA	GCA_047940065.1
Influenza A virus	45.9	31.8	47	Viruses	Cattle	CA	GCA_047940065.1
Influenza A virus	45.9	31.8	47	Viruses	Cattle	CA	GCA_047940065.1
Influenza A virus	45.9	31.8	47	Viruses	Cattle	CA	GCA_047940065.1
Influenza A virus	45.9	31.8	47	Viruses	Cattle	CA	GCA_047940065.1
Influenza A virus	45.9	32.8	47.1	Viruses	Cattle	CA	GCA_047940085.1
Influenza A virus	45.9	32.8	47.1	Viruses	Cattle	CA	GCA_047940085.1
Influenza A virus	45.9	32.8	47.1	Viruses	Cattle	CA	GCA_047940085.1
Influenza A virus	45.9	32.8	47.1	Viruses	Cattle	CA	GCA_047940085.1
Influenza A virus	45.9	32.8	47.1	Viruses	Cattle	CA	GCA_047940085.1
Influenza A virus	45.9	32.9	46.9	Viruses	Cattle	CA	GCA_047940095.1
Influenza A virus	45.9	32.9	46.9	Viruses	Cattle	CA	GCA_047940095.1
Influenza A virus	45.9	32.9	46.9	Viruses	Cattle	CA	GCA_047940095.1
Influenza A virus	45.9	32.9	46.9	Viruses	Cattle	CA	GCA_047940095.1
Influenza A virus	45.9	32.9	46.9	Viruses	Cattle	CA	GCA_047940095.1
Influenza A virus	45.9	33	47	Viruses	Cattle	CA	GCA_047940115.1
Influenza A virus	45.9	33	47	Viruses	Cattle	CA	GCA_047940115.1
Influenza A virus	45.9	33	47	Viruses	Cattle	CA	GCA_047940115.1
Influenza A virus	45.9	33	47	Viruses	Cattle	CA	GCA_047940115.1
Influenza A virus	45.9	33	47	Viruses	Cattle	CA	GCA_047940115.1
Influenza A virus	45.9	32.9	47	Viruses	Cattle	CA	GCA_047940135.1
Influenza A virus	45.9	32.9	47	Viruses	Cattle	CA	GCA_047940135.1
Influenza A virus	45.9	32.9	47	Viruses	Cattle	CA	GCA_047940135.1
Influenza A virus	45.9	32.9	47	Viruses	Cattle	CA	GCA_047940135.1
Influenza A virus	45.9	32.9	47	Viruses	Cattle	CA	GCA_047940135.1
Influenza A virus	45.9	32.9	47.3	Viruses	Cattle	CA	GCA_047940155.1
Influenza A virus	45.9	32.9	47.3	Viruses	Cattle	CA	GCA_047940155.1
Influenza A virus	45.9	32.9	47.3	Viruses	Cattle	CA	GCA_047940155.1
Influenza A virus	45.9	32.9	47.3	Viruses	Cattle	CA	GCA_047940155.1
Influenza A virus	45.9	32.9	47.3	Viruses	Cattle	CA	GCA_047940155.1
Influenza A virus	45.9	32.9	47.1	Viruses	Cattle	CA	GCA_047940175.1
Influenza A virus	45.9	32.9	47.1	Viruses	Cattle	CA	GCA_047940175.1
Influenza A virus	45.9	32.9	47.1	Viruses	Cattle	CA	GCA_047940175.1
Influenza A virus	45.9	32.9	47.1	Viruses	Cattle	CA	GCA_047940175.1
Influenza A virus	45.9	32.9	47.1	Viruses	Cattle	CA	GCA_047940175.1
Influenza A virus	45.9	32.8	46	Viruses	Cattle	CA	GCA_047940195.1
Influenza A virus	45.9	32.8	46	Viruses	Cattle	CA	GCA_047940195.1
Influenza A virus	45.9	32.8	46	Viruses	Cattle	CA	GCA_047940195.1
Influenza A virus	45.9	32.8	46	Viruses	Cattle	CA	GCA_047940195.1
Influenza A virus	45.9	32.8	46	Viruses	Cattle	CA	GCA_047940195.1
Influenza A virus	45.9	32.6	46.8	Viruses	Chicken	CA	GCA_047940205.1
Influenza A virus	45.9	32.6	46.8	Viruses	Chicken	CA	GCA_047940205.1
Influenza A virus	45.9	32.6	46.8	Viruses	Chicken	CA	GCA_047940205.1
Influenza A virus	45.9	32.6	46.8	Viruses	Chicken	CA	GCA_047940205.1
Influenza A virus	45.9	32.6	46.8	Viruses	Chicken	CA	GCA_047940205.1
Influenza A virus	45.9	32.9	45.2	Viruses	Cattle	CA	GCA_047940215.1
Influenza A virus	45.9	32.9	45.2	Viruses	Cattle	CA	GCA_047940215.1
Influenza A virus	45.9	32.9	45.2	Viruses	Cattle	CA	GCA_047940215.1
Influenza A virus	45.9	32.9	45.2	Viruses	Cattle	CA	GCA_047940215.1
Influenza A virus	45.9	32.9	45.2	Viruses	Cattle	CA	GCA_047940215.1
Influenza A virus	46.1	32.8	40.9	Viruses	Cattle	CA	GCA_047940225.1
Influenza A virus	46.1	32.8	40.9	Viruses	Cattle	CA	GCA_047940225.1
Influenza A virus	46.1	32.8	40.9	Viruses	Cattle	CA	GCA_047940225.1
Influenza A virus	46.1	32.8	40.9	Viruses	Cattle	CA	GCA_047940225.1
Influenza A virus	46.1	32.8	40.9	Viruses	Cattle	CA	GCA_047940225.1
Influenza A virus	45.9	32.9	46.2	Viruses	Cattle	CA	GCA_047940235.1
Influenza A virus	45.9	32.9	46.2	Viruses	Cattle	CA	GCA_047940235.1
Influenza A virus	45.9	32.9	46.2	Viruses	Cattle	CA	GCA_047940235.1
